1	1	60.472542862204136	825.2701379235368
2	1	85.83956636345829	826.8176173540996
3	1	117.49898273337749	830.8927406800212
4	1	149.7794780601398	825.256867361255
5	1	179.08505734201754	833.5278570898809
6	1	223.42326767378836	837.6035980192246
7	1	259.91127105944906	840.1271000301931
8	1	296.8472949991992	833.8260730428156
9	1	332.48536762193544	833.6607346232049
10	1	363.27520380404894	833.6259149726247
11	1	398.4845702352177	833.9939990575658
12	1	427.78900494382833	843.5947875276906
13	1	450.522762967943	860.8539950756822
14	1	486.65482960338704	863.6336634329055
15	1	517.1799930760753	869.1917394138873
16	1	543.837622888328	867.9881491588894
17	1	560.136476602871	861.9999021154363
18	1	580.762635082734	861.4081494911807
19	1	599.3198599373281	853.6195700896205
20	1	619.0773968822614	848.5518318692921
21	1	644.9022777083155	848.9697481829207
22	1	664.9112710527843	854.8210685733939
23	2	205.64173268855666	6.882636388880201
24	2	222.77781479124678	15.222292023827322
25	2	237.29053079121513	24.150237335823476
26	2	262.1673078337917	23.94671538984403
27	2	285.37752453653957	23.28423093794845
28	2	310.7299898385536	26.673245930462144
29	2	334.52772941484	31.0058290399611
30	2	360.67704394317116	35.201951780123636
31	2	383.4703493633424	28.659968182560988
32	2	407.6156923720846	23.75524845009204
33	2	429.2360952142044	31.225971420877613
34	2	459.5555040728941	25.24750715866685
35	2	486.6574935891549	22.668042163015343
36	2	518.1432306290371	19.165598689229228
37	2	545.2126092418621	18.72833248844836
38	2	576.6549255739665	16.445438514463603
39	2	599.8449314430181	26.003531300113536
40	2	621.4313255704183	36.9545695935376
41	2	647.6972213702684	27.735241112997755
42	2	680.6552538557735	14.565644616726786
43	2	721.5382279582263	0.5185704234754667
44	2	749.4486887283565	2.8938246881589293
45	2	768.963917718851	12.539134336751886
46	2	796.6824399855395	20.030233575613238
47	2	818.0164192857628	19.2373215429252
48	2	836.483960569778	24.530419846298173
49	2	860.1091216211789	18.340637963963673
50	2	881.2534397488344	18.17107786796987
51	2	899.2990721052629	25.982460644794628
52	2	906.9347459514393	36.95807636959944
53	3	141.13639093059464	892.3172295213444
54	3	148.94026030538953	867.1957691198913
55	3	159.28312581719365	841.5158990173368
56	3	170.4943454831082	811.2354673797963
57	3	185.20521041119355	787.9261949042557
58	3	209.60075401392533	775.1320549300872
59	3	234.14119584613945	779.3877001899527
60	3	264.81586752683506	793.2963124958333
61	3	299.27111474532285	792.3400968853384
62	3	328.5886345274048	802.0087388067041
